repository,comment_url,author,author_association,file_path,line,comment_body,matched_keywords,owner,repo,comment_id,comment_year,generated_test,syntactic_validity,correct_archunit_usage,semantic_alignment_score,violation_detection_potential,test_execution_success,evaluation_explanation,is_obsolete,is_rule_clear,test_generation_possible,mutation_test_result,is_design_rule,auto_manual_agreement_syntactic_validity,auto_manual_agreement_correct_archunit_usage,auto_manual_agreement_semantic_alignment_score,auto_manual_agreement_violation_detection_potential
apache/fineract,https://github.com/apache/fineract/pull/2623#discussion_r982662129,vidakovic,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/infrastructure/event/business/domain/BulkBusinessEvent.java,,"""I know, a bit picky, but could we add somewhere `static final String` variables with these kind of values (if in doubt then put it in class `BulkBusinessEvent.java` as a private variable. Like it is now the string will always be created new when the function `getType()` is called. Having a variable is also a good practice in terms of avoiding """"magic strings"""".
 
 Another suggestion: why not use `BulkBusinessEvent.class.getSimpleName()` (=""""BulkBusinessEvent"""")? In that case this whole thing would be immune against refactoring errors...
 
 If I were you I would do this:
 
 ```
 public class BulkBusinessEvent imiplements BusinessEvent {
     private static final String TYPE = getClass().getSimpleName();
 
 ...
 
     @Override
     public String getType() {
         return TYPE;
     }
 
 ...
 
 }
 ```
 
 And finally: as the function `getType()` is required by all `BusinessEvent` classes you could create an abstract class and move above code there. Benefits:
 - only have to write this code once
 - completely type-safe
 - avoiding all magic strings (aka refactoring works like a charm)
 - ... and memory usage is a tiny bit better (no """"new strings"""" on every call to `getType()`)
 
 This could look like this:
 
 ```
 public class AbstractBusinessEvent imiplements BusinessEvent {
     protected static final String TYPE = getClass().getSimpleName();
 
 ...
 
     @Override
     public String getType() {
         return TYPE;
     }
 
 ...
 
 }
 
 public class BulkBusinessEvent extends AbstractBusinessEvent {
 
 ...
 
 }
 ```""","required by, avoid, abstract class, extends, override",apache,fineract,982662129.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class BusinessEventArchitectureTest {

    @Test
    public void businessEventClassesShouldHaveStaticFinalTypeField() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.infrastructure.event.business.domain"");

        ArchRule rule = classes()
                .that().implement(""org.apache.fineract.infrastructure.event.business.domain.BusinessEvent"")
                .should().haveOnlyFinalFields()
                .andShould().haveOnlyStaticFields()
                .andShould().haveOnlyFieldsWithRawType(String.class)
                .andShould().haveOnlyFieldsNamed(""TYPE"");

        rule.check(importedClasses);
    }

    @Test
    public void businessEventClassesShouldExtendAbstractBusinessEvent() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.infrastructure.event.business.domain"");

        ArchRule rule = classes()
                .that().implement(""org.apache.fineract.infrastructure.event.business.domain.BusinessEvent"")
                .and().areNotEqualTo(""org.apache.fineract.infrastructure.event.business.domain.AbstractBusinessEvent"")
                .should().beAssignableTo(""org.apache.fineract.infrastructure.event.business.domain.AbstractBusinessEvent"");

        rule.check(importedClasses);
    }
}
```",True,FALSE,1.0,0,FALSE,"- inventou metodos
- nao representa fielmente a regra. é muito restritiva (haveOnlyFields)",False,True,,,,True,False,True,False
apache/fineract,https://github.com/apache/fineract/pull/2682#discussion_r997885016,galovics,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/commands/service/IdempotencyKeyGenerator.java,28.0,"""Big no-no. This definitely shouldn't be a static factory for the idempotency keys but a Spring bean. Makes future testing easier + if you make an interface behind the bean class, it can be replaced with the existing modularization approach so one could alter the idempotency key generation.""","interface, factory",apache,fineract,997885016.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class IdempotencyKeyGeneratorArchitectureTest {

    @Test
    public void idempotencyKeyGeneratorShouldBeSpringBean() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract"");

        ArchRule rule = classes()
                .that().haveSimpleName(""IdempotencyKeyGenerator"")
                .should().beAnnotatedWith(""org.springframework.stereotype.Component"")
                .orShould().beAnnotatedWith(""org.springframework.stereotype.Service"");

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,1,TRUE,- apenas verifica a anotacao mas nao verifica se o metodo é estatico,False,False,,"- remover anotacao de @Component (falhou) 
- colocar metodo create como static (passou)",,True,True,True,True
apache/fineract,https://github.com/apache/fineract/pull/2731#discussion_r1015307805,galovics,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/cob/service/InlineLoanCOBExecutorServiceImpl.java,,"""Can't we add this method to the interface with a generic T type which refers to the entity ID type?""",interface,apache,fineract,1015307805.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class InlineLoanCOBExecutorServiceImplTest {

    @Test
    public void inlineLoanCOBExecutorServiceImplShouldImplementGenericInterface() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.cob.service"");

        ArchRule rule = classes()
                .that().haveSimpleName(""InlineLoanCOBExecutorServiceImpl"")
                .should().implement(""org.apache.fineract.cob.service.InlineLoanCOBExecutorService<T>"");

        rule.check(importedClasses);
    }
}
```",True,FALSE,1.0,--,FALSE,"- regra nao é clara sobre o metodo receber um generic
- nao utiliza bem o .implement (tem que receber uma .class)",True,False,,,,True,True,False,False
apache/fineract,https://github.com/apache/fineract/pull/2759#discussion_r1031626041,galovics,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/cob/loan/ResolveLoanCOBCustomJobParametersTasklet.java,,"""I feel like we should do some abstraction here. 
 
 Obviously the majority of this code is generic:
 - Creating the GSON serializer
 - Reading the custom job parameter from the DB
 - deserializing it
 
 The rest is specific to the Loan COB, i.e. that the business date parameter is used. I think other jobs could benefit from making an abstract class from this an have specializations for jobs.
 
 Thoughts?""",abstract class,apache,fineract,1031626041.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class JobAbstractionTest {

    @Test
    public void shouldHaveAbstractJobBaseClass() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.cob"");

        ArchRule rule = classes()
                .that().haveSimpleNameEndingWith(""JobParametersTasklet"")
                .should().beAssignableTo(""org.apache.fineract.cob.JobParametersTaskletBase"");

        rule.check(importedClasses);
    }
}
```",True,FALSE,1.0,--,FALSE,- nao utiliza bem o .beAssignableTo (tem que receber uma .class),True,False,,,,True,False,True,False
apache/fineract,https://github.com/apache/fineract/pull/2759#discussion_r1031631472,galovics,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/infrastructure/jobs/service/jobparameterprovider/JobParameterProvider.java,,"""Well. :))))
 Would be nicer to put this logic into an abstract class and use the template method pattern but works this way too. It's just abusing the default methods a little bit :)))""",abstract class,apache,fineract,1031631472.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class JobParameterProviderArchitectureTest {

    @Test
    public void jobParameterProviderShouldNotUseDefaultMethods() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.infrastructure.jobs.service.jobparameterprovider"");

        ArchRule rule = classes()
                .that().haveSimpleName(""JobParameterProvider"")
                .should().notBeInterfaces()
                .andShould().notBeAbstract()
                .andShould().notHaveDefaultMethods();

        rule.check(importedClasses);
    }
}
```",True,FALSE,0.0,0,FALSE,"- inventou um metodo: notBeAbstract nao existe
- a regra nao fala que a classe nao pode ser abstrata nem uma interface, so fala do metodo",False,False,,,,True,False,False,False
apache/fineract,https://github.com/apache/fineract/pull/2783#discussion_r1039796013,adamsaghy,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/portfolio/client/domain/Client.java,,"""It cannot be empty, you should fetch it from the command and if the configuration is enabled, generate new one. It worth to extract this logic out from the entity. Use a factory / producer to get the data from the command and call the proper constructor.""",factory,apache,fineract,1039796013.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class ClientArchitectureTest {

    @Test
    public void clientShouldNotContainConfigurationLogic() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.portfolio.client"");

        ArchRule rule = noClasses()
                .that().resideInAPackage(""..client.domain.."")
                .should().dependOnClassesThat().resideInAPackage(""..configuration.."");

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,--,TRUE,"Isso toca parcialmente no problema, porque:

✔ Se a entidade dependesse diretamente de configuração, isso poderia indicar lógica de criação indevida dentro da entidade.

Mas há várias limitações:

❌ A regra real fala de mover lógica de criação para factory/producer, e o teste não verifica isso.
❌ O comentário também menciona buscar dados do command, e o teste não verifica dependência de command.
❌ O teste assume que configuração está no pacote ..configuration.., o que pode nem ser verdade.
❌ A entidade ainda poderia conter toda a lógica errada, desde que não dependa daquele pacote.",True,False,,,,True,True,True,False
apache/fineract,https://github.com/apache/fineract/pull/2783#discussion_r1039800321,adamsaghy,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/portfolio/client/domain/Client.java,,"""This is wrong! Please move this logic out of the entity. 
 
 Also, creating a new external id please use the `ExternalIdFactory`.""",factory,apache,fineract,1039800321.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class ClientArchitectureTest {

    @Test
    public void clientShouldNotContainExternalIdFactoryLogic() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.portfolio.client"");

        ArchRule rule = noClasses()
                .that().resideInAPackage(""..portfolio.client.."")
                .should().callMethodWhere(
                        target -> target.getName().equals(""createNewExternalId"") &&
                                target.getOwner().getName().equals(""ExternalIdFactory"")
                );

        rule.check(importedClasses);
    }
}
```",True,FALSE,1.0,0,FALSE,- nao usou bem o metodo callMethodWhere,True,False,,,,True,False,True,False
apache/fineract,https://github.com/apache/fineract/pull/2891#discussion_r1073148174,ruchiD,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/infrastructure/event/external/producer/jms/JMSMultiExternalEventProducer.java,,"""Can we use JMS ConnectionFactory here instead of ActiveMQConnectionFactory? ActiveMQConnectionFactory is getting created in ExternalEventJMSConfiguration by default, we can use JMS abstraction here.""",factory,apache,fineract,1073148174.0,2023.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class JMSConnectionFactoryArchitectureTest {

    @Test
    public void shouldUseJMSConnectionFactoryInsteadOfActiveMQConnectionFactory() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.infrastructure.event.external.producer.jms"");

        ArchRule rule = noClasses()
                .that().resideInAPackage(""org.apache.fineract.infrastructure.event.external.producer.jms"")
                .should().dependOnClassesThat().haveSimpleName(""ActiveMQConnectionFactory"");

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,1,TRUE,- esta de acordo em verificar se classe nao depende da Abstract.... mas nao verifica se usa a JMSblablabla,False,True,,"- fazer a classe chamar o Abstractblablabla (falhou)
- tirar dependencia do JMS ConnectionFactory (passou)",,True,True,False,False
apache/fineract,https://github.com/apache/fineract/pull/2915#discussion_r1085251187,galovics,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/infrastructure/dataqueries/service/DatatableReportingProcessService.java,,"""It's not your fault, just noting but I really really don't like this StreamingOutput interface here, it's a javax.ws.rs class which is not supposed to be on this level but on the API.""",interface,apache,fineract,1085251187.0,2023.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class DatatableReportingProcessServiceArchitectureTest {

    @Test
    public void datatableReportingProcessServiceShouldNotDependOnJaxRs() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.infrastructure.dataqueries.service"");

        ArchRule rule = noClasses()
                .that().resideInAPackage(""..dataqueries.service.."")
                .should().dependOnClassesThat().resideInAPackage(""javax.ws.rs.."");

        rule.check(importedClasses);
    }
}
```",True,TRUE,2.0,--,TRUE,- trocaram o javax por jakarta,True,True,,,,True,True,False,False
apache/fineract,https://github.com/apache/fineract/pull/2915#discussion_r1091908580,galovics,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/infrastructure/s3/AmazonS3Config.java,,"""Btw I'd approach this differently a bit. I'm not saying it's not going to work but would be cleaner.
 
 Let's assume we have this config:
 ```
     @Bean
     @Conditional(AmazonS3ConfigCondition.class)
     public S3Client s3Client(DefaultCredentialsProvider awsCredentialsProvider, AwsRegionProvider awsRegionProvider) {
         return S3Client.builder().credentialsProvider(awsCredentialsProvider).region(awsRegionProvider.getRegion()).build();
     }
 ```
 Let's create a custom interface:
 ```
 interface S3ClientCustomizer {
     void customize(S3ClientBuilder builder);
 }
 ```
 Then let's change the bean config:
 ```
     @Bean
     @Conditional(AmazonS3ConfigCondition.class)
     public S3Client s3Client(DefaultCredentialsProvider awsCredentialsProvider, AwsRegionProvider awsRegionProvider, List<S3ClientCustomizer> customizers) {
  
  
  
  S3ClientBuilder builder = S3Client.builder().credentialsProvider(awsCredentialsProvider).region(awsRegionProvider.getRegion());
         customizers.forEach(c -> c.customize(builder));
         return builder.build();
     }
 ```
 And then we create a customizer for the tests:
 ```
 @Component
 @RequiredArgsConstructor
 @Profile(""""test"""")
 public class LocalstackS3ClientCustomizer implements S3ClientCustomizer {
     private final Environment environment;
 
     @Override
     public void customize(S3ClientBuilder builder) {
         String env = environment.....
         if (StringUtil.isNotBlank(env)) {
             builder.endpointOverride(URI.create(env)).forcePathStyle(true);
         }
     }
 }
 ```""","interface, implements, override",apache,fineract,1091908580.0,2023.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class AmazonS3ConfigArchitectureTest {

    @Test
    public void s3ClientShouldBeCustomizable() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract"");

        ArchRule rule = classes()
                .that().haveSimpleName(""AmazonS3Config"")
                .should().dependOnClassesThat().haveSimpleName(""S3ClientCustomizer"");

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,1,TRUE,- nao verifica a chamada ao customize,False,True,,"- remove uso do S3ClientCUstomizer (falha)
- remove chamada do customize (passa)",,True,True,True,True
apache/fineract,https://github.com/apache/fineract/pull/2915#discussion_r1092161378,b0c1,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/infrastructure/s3/AmazonS3Config.java,60.0,"""It should. Initialization moved to a different Configuration but `S3Client` must be available (or not) in the BeanFactory, because of this `@Component` will not work with `@ConditionOnBean` annotation""",factory,apache,fineract,1092161378.0,2023.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class AmazonS3ConfigArchitectureTest {

    @Test
    public void s3ClientShouldBeAvailableInBeanFactory() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.infrastructure.s3"");

        ArchRule rule = classes()
                .that().haveSimpleName(""AmazonS3Config"")
                .should().beAnnotatedWith(""org.springframework.stereotype.Component"")
                .andShould().beAnnotatedWith(""org.springframework.boot.autoconfigure.condition.ConditionalOnBean"");

        rule.check(importedClasses);
    }
}
```",True,TRUE,0.0,0,FALSE,- teste nao esta de acordo com a regra e (talvez) por isso teste nao passa,False,False,,,,True,True,True,True
apache/fineract,https://github.com/apache/fineract/pull/3124#discussion_r1170851611,galovics,CONTRIBUTOR,fineract-provider/src/main/java/org/apache/fineract/infrastructure/jobs/domain/CustomJobParameterRepository.java,,"""I think responsibilities are not enforced here.
 The repository should take care of its own representation (JSON) and not expose that to outside callers.
 
 If we're saying the CustomJobParameter should always be a List of JobParameterDTO, then let's force that in the interface as well.
 
 Instead of accepting a JSON string, let's use a List<JobParameterDTO> and inside the implementation, take care of the serialization into JSON.
 
 That way, we are making sure that nobody is saving an incorrect JSON structure in the DB for the CustomJobParameters.""","enforced, interface",apache,fineract,1170851611.0,2023.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.methods;

public class CustomJobParameterRepositoryTest {

    @Test
    public void customJobParameterRepositoryShouldNotAcceptJsonString() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.apache.fineract.infrastructure.jobs.domain"");

        ArchRule rule = methods()
                .that().areDeclaredInClassesThat().haveSimpleName(""CustomJobParameterRepository"")
                .and().haveName(""save"")
                .should().haveRawParameterTypes(List.class.getName(), JobParameterDTO.class.getName())
                .orShould().haveRawParameterTypes(List.class.getName(), JobParameterDTO.class.getName(), String.class.getName());

        rule.check(importedClasses);
    }
}
```",True,TRUE,0.0,--,FALSE,- classe foi mudada de lugar,True,True,,,,False,False,True,False
thingsboard/thingsboard,https://github.com/thingsboard/thingsboard/pull/3433#discussion_r485759682,ashvayka,MEMBER,dao/src/main/java/org/thingsboard/server/dao/sqlts/insert/latest/psql/PsqlLatestInsertTsRepository.java,165.0,"""Insert of sorting in each saveOrUpdate, please introduce interface TbSqlQueueEntity that extends Comparable and highlight that the sorting should happen based on the primary key of SQL entity to avoid deadlocks in cluster mode.""","avoid, interface, extends",thingsboard,thingsboard,485759682.0,2020.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class TbSqlQueueEntityTest {

    @Test
    public void tbSqlQueueEntityShouldImplementComparable() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.dao.sqlts.insert.latest.psql"");

        ArchRule rule = classes()
                .that().haveSimpleName(""TbSqlQueueEntity"")
                .should().implement(Comparable.class);

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,--,FALSE,- nao verifica que o sorting nao eh feito no sabeUpdate,True,False,,,,True,True,True,False
thingsboard/thingsboard,https://github.com/thingsboard/thingsboard/pull/3518#discussion_r502322046,ashvayka,MEMBER,application/src/main/java/org/thingsboard/server/service/device/DeviceProvisionServiceImpl.java,,"""Make new method """"getProvisionConfiguration"""" in ProvisionConfiguration interface and avoid all this casts.""","avoid, interface",thingsboard,thingsboard,502322046.0,2020.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.methods;

public class DeviceProvisionServiceTest {

    @Test
    public void provisionConfigurationShouldHaveGetProvisionConfigurationMethod() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.service.device"");

        ArchRule rule = methods()
                .that().areDeclaredIn(""org.thingsboard.server.service.device.ProvisionConfiguration"")
                .should().haveName(""getProvisionConfiguration"");

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,0,FALSE,"- o teste verifica que todos os metodos sao getProvisionConfiguration
- regra nao esta sendo seguida no codigo",True,False,,,,True,True,True,False
thingsboard/thingsboard,https://github.com/thingsboard/thingsboard/pull/3572#discussion_r522001753,ashvayka,MEMBER,common/data/src/main/java/org/thingsboard/server/common/data/device/profile/MqttDeviceProfileTransportConfiguration.java,,"""This is completely wrong. You are breaking the main OOP principles.
 
 You should have only one MqttDeviceProfileTransportConfiguration (not abstract) that has a field:
 TransportPayloadType
 and one more variable of new TransportPayloadTypeConfiguration interface (JSON or PROTOBUF)
 with two sub-classes""",interface,thingsboard,thingsboard,522001753.0,2020.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class MqttDeviceProfileTransportConfigurationTest {

    @Test
    public void mqttDeviceProfileTransportConfigurationShouldBeConcrete() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.common.data.device.profile"");

        ArchRule rule = classes()
                .that().haveSimpleName(""MqttDeviceProfileTransportConfiguration"")
                .should().beTopLevelClasses()
                .andShould().notBeAbstract();

        rule.check(importedClasses);
    }

    @Test
    public void mqttDeviceProfileTransportConfigurationShouldHaveTransportPayloadTypeField() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.common.data.device.profile"");

        ArchRule rule = classes()
                .that().haveSimpleName(""MqttDeviceProfileTransportConfiguration"")
                .should().haveOnlyDeclaredFields(""transportPayloadType"");

        rule.check(importedClasses);
    }

    @Test
    public void mqttDeviceProfileTransportConfigurationShouldHaveTransportPayloadTypeConfigurationField() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.common.data.device.profile"");

        ArchRule rule = classes()
                .that().haveSimpleName(""MqttDeviceProfileTransportConfiguration"")
                .should().haveOnlyDeclaredFields(""transportPayloadTypeConfiguration"");

        rule.check(importedClasses);
    }

    @Test
    public void transportPayloadTypeConfigurationShouldBeInterface() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.common.data.device.profile"");

        ArchRule rule = classes()
                .that().haveSimpleName(""TransportPayloadTypeConfiguration"")
                .should().beInterfaces();

        rule.check(importedClasses);
    }

    @Test
    public void transportPayloadTypeConfigurationShouldHaveTwoImplementations() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.common.data.device.profile"");

        ArchRule rule = classes()
                .that().implement(""org",False,FALSE,1.0,0,FALSE,"- sintaticamente invalido
- esta parcialmente de acordo com a regra",False,False,,,,True,True,False,True
thingsboard/thingsboard,https://github.com/thingsboard/thingsboard/pull/4254#discussion_r596200100,ashvayka,MEMBER,common/data/src/main/java/org/thingsboard/server/common/data/TransportName.java,,"""Instead of introducing this class, let's create an interface TbTransportService with method getName and make 
 MqttTransportService and others implement this interface.""",interface,thingsboard,thingsboard,596200100.0,2021.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class TransportServiceArchitectureTest {

    @Test
    public void transportServicesShouldImplementTbTransportServiceInterface() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.common.data"");

        ArchRule rule = classes()
                .that().haveSimpleNameEndingWith(""TransportService"")
                .should().implement(""org.thingsboard.server.common.data.TbTransportService"");

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,0,FALSE,"- esta parcialmente de acordo com a regra, nao verifica o metodo getName 
- existem outras classes que o nome termina com TransportService que nao precisam implementar a interface",False,False,,,,True,True,True,False
thingsboard/thingsboard,https://github.com/thingsboard/thingsboard/pull/5249#discussion_r710100741,ashvayka,MEMBER,common/transport/lwm2m/src/main/java/org/thingsboard/server/transport/lwm2m/server/downlink/TbLwM2MTargetedCallback.java,,"""This is not OOP style. Extract 
 ```java
         if (code >= ResponseCode.BAD_REQUEST.getCode()) {
             log.error(""""[{}] [{}] [{}] failed to process successful response [{}] """", client.getEndpoint(), requestName, versionedId != null ? versionedId : Arrays.toString(versionedIds), responseStr);
             logService.log(client, String.format(""""[%s]: %s [%s] failed to process successful. Result: %s"""", LOG_LWM2M_ERROR, requestName, versionedId != null ? versionedId : Arrays.toString(versionedIds), responseStr));
         }
         else {
             log.trace(""""[{}] {} [{}] successful: {}"""", client.getEndpoint(), requestName, versionedId != null ? versionedId : versionedIds, responseStr);
             logService.log(client, String.format(""""[%s]: %s [%s] successful. Result: %s"""", LOG_LWM2M_INFO, requestName, versionedId != null ? versionedId : Arrays.toString(versionedIds), responseStr));
         }
 ```
 into separate protected method. Leave default behavior in the abstract class and overwrite the """"onSuccess"""" in the TbLwM2MReadCallback""",abstract class,thingsboard,thingsboard,710100741.0,2021.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.methods;

public class TbLwM2MTargetedCallbackArchitectureTest {

    @Test
    public void shouldExtractResponseHandlingIntoProtectedMethod() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.transport.lwm2m.server.downlink"");

        ArchRule rule = methods()
                .that().areDeclaredInClassesThat().haveSimpleName(""TbLwM2MTargetedCallback"")
                .and().haveName(""onSuccess"")
                .should().callMethodThat().haveName(""handleResponse"")
                .orShould().callMethodThat().haveName(""logResponse"");

        rule.check(importedClasses);
    }
}
```",True,FALSE,1.0,0,FALSE,"- nao representa a regra 
- inventou um metodo",False,False,,,,True,False,True,False
thingsboard/thingsboard,https://github.com/thingsboard/thingsboard/pull/5254#discussion_r712897238,ashvayka,MEMBER,application/src/main/java/org/thingsboard/server/controller/Lwm2mController.java,,"""Always auto-wire interface instead of implementation!""",interface,thingsboard,thingsboard,712897238.0,2021.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.fields;

public class Lwm2mControllerArchitectureTest {

    @Test
    public void shouldAutoWireInterfacesInsteadOfImplementations() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.thingsboard.server.controller"");

        ArchRule rule = fields()
                .that().areDeclaredInClassesThat().haveSimpleName(""Lwm2mController"")
                .should().haveRawType(Interface.class);

        rule.check(importedClasses);
    }
}
```",True,TRUE,0.0,0,FALSE,- interface.class?,False,False,,,,False,False,True,True
